alpha;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_oil_var;W2_oil_var;W3_oil_var;W4_oil_var;W5_oil_var;W6_oil_var;W7_oil_var;W1_gas_var;W2_gas_var;W3_gas_var;W4_gas_var;W5_gas_var;W6_gas_var;W7_gas_var
inf;112.10695359948065;240911.05407431707;72.98399999999998;47.06699999999999;0.0;0.28637298583983944;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;393.1098847441608;2392.5192064851526;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.06096775409246469;7.574820605467158;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;11.930126138747916;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;46315694.2106318;16115195.690785743;135757521.37468225;33411960.45333617;97084726.77231528
0.0;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.01;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.02;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.03;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.04;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.05;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.06;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.07;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.08;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.09;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.1;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.11;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.12;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
0.13;110.55461592151596;238858.83388791152;72.98399999999998;47.06699999999999;0.0;8.745355161579022;47.84;62.599999999999994;50.33999999999999;41144.26622340704;52468.67153506446;0.0;733.4089048237629;42348.718117103504;51724.20729430441;50439.56181320833;28.753333559581584;11.963409365888207;0.0;6.083450681594954;20.464342747016484;24.754240377818103;18.53583918961663;75.49625274220784;1.631188302131914;0.0;7.477385428650393;7.4998399944886955;29.8291362576172;33.395414781788226;4450429.807653139;9825971.192652471;-3.203749656677246e-07;0.0;135757521.37468225;33411960.45333617;97084726.77231528
